"sys_RespNum",Task,Concept,"Brand:","Performance:","Price:",Response
7,10,4,0,0,0,0
7,11,1,2,3,4,0
7,11,2,3,3,2,1
7,11,3,4,1,1,0
7,11,4,0,0,0,0
7,12,1,1,1,3,0
7,12,2,2,2,4,1
7,12,3,3,2,2,0
7,12,4,0,0,0,0
7,13,1,4,2,1,1
7,13,2,1,1,1,0
7,13,3,1,3,3,0
7,13,4,0,0,0,0
7,14,1,4,2,3,0
7,14,2,1,3,2,0
7,14,3,2,1,2,1
7,14,4,0,0,0,0
7,15,1,3,1,1,1
7,15,2,4,3,4,0
7,15,3,3,2,4,0
7,15,4,0,0,0,0
7,16,1,2,3,3,1
7,16,2,2,2,4,0
7,16,3,3,3,2,0
7,16,4,0,0,0,0
7,17,1,1,1,4,0
7,17,2,4,2,3,0
7,17,3,2,1,1,0
7,17,4,0,0,0,1
8,0,1,1,3,4,1
8,0,2,4,2,2,0
8,0,3,2,1,3,0
8,0,4,0,0,0,0
8,1,1,2,1,3,0
8,1,2,3,2,2,0
8,1,3,1,3,4,1
8,1,4,0,0,0,0
8,3,1,2,1,3,0
8,3,2,3,2,1,0
8,3,3,4,3,2,1
8,3,4,0,0,0,0
8,4,1,4,1,4,0
8,4,2,2,3,4,0
8,4,3,1,2,2,0
8,4,4,0,0,0,1
8,5,1,3,2,1,0
8,5,2,4,1,1,0
8,5,3,1,3,3,1
8,5,4,0,0,0,0
8,6,1,3,1,3,0
8,6,2,2,3,2,1
8,6,3,4,2,4,0
8,6,4,0,0,0,0
8,7,1,4,2,3,0
8,7,2,1,1,4,0
8,7,3,3,3,2,0
8,7,4,0,0,0,1
8,8,1,1,1,2,0
8,8,2,2,2,1,1
8,8,3,1,3,3,0
8,8,4,0,0,0,0
8,9,1,3,2,4,0
8,9,2,2,1,2,0
8,9,3,4,3,1,0
8,9,4,0,0,0,1
8,10,1,3,3,4,1
8,10,2,1,1,1,0
8,10,3,2,1,3,0
8,10,4,0,0,0,0
8,11,1,2,2,4,0
8,11,2,1,2,2,0
8,11,3,3,3,3,1
8,11,4,0,0,0,0
8,12,1,3,1,1,0
8,12,2,2,2,2,1
8,12,3,4,3,1,0
8,12,4,0,0,0,0
8,13,1,1,3,1,0
8,13,2,4,2,3,0
8,13,3,1,1,4,1
8,13,4,0,0,0,0
8,14,1,4,1,3,0
8,14,2,3,1,2,0
8,14,3,2,3,4,0
8,14,4,0,0,0,1
8,15,1,4,2,4,0
8,15,2,1,2,1,1
8,15,3,4,3,2,0
8,15,4,0,0,0,0
8,16,1,2,2,4,0
8,16,2,3,3,3,1
8,16,3,2,1,1,0
8,16,4,0,0,0,0
8,17,1,4,1,2,0
8,17,2,2,2,3,0
8,17,3,1,3,3,1
8,17,4,0,0,0,0
9,0,1,1,3,4,0
9,0,2,4,2,2,0
9,0,3,2,1,3,0
9,0,4,0,0,0,1
9,1,1,2,1,3,0
9,1,2,3,2,2,1
9,1,3,1,3,4,0
9,1,4,0,0,0,0
9,3,1,4,3,4,0
9,3,2,1,2,3,1
9,3,3,2,1,2,0
9,3,4,0,0,0,0
9,4,1,4,2,4,0
9,4,2,3,3,1,0
9,4,3,3,1,1,1
9,4,4,0,0,0,0
9,5,1,4,3,2,0
9,5,2,2,3,3,0
9,5,3,1,1,4,0
9,5,4,0,0,0,1
9,6,1,3,2,3,0
9,6,2,2,2,2,0
9,6,3,1,1,2,0
9,6,4,0,0,0,1
9,7,1,2,1,4,0
9,7,2,1,3,2,1
9,7,3,3,2,1,0
9,7,4,0,0,0,0
9,8,1,4,1,1,0
9,8,2,4,2,3,1
9,8,3,1,2,1,0
9,8,4,0,0,0,0
9,9,1,2,3,4,0
9,9,2,4,1,3,0
9,9,3,1,3,1,1
9,9,4,0,0,0,0
9,10,1,3,1,2,0
9,10,2,3,3,4,0
9,10,3,2,2,1,0
9,10,4,0,0,0,1
9,11,1,2,3,2,1
9,11,2,3,3,3,0
9,11,3,1,2,3,0
9,11,4,0,0,0,0
9,12,1,3,2,4,0
9,12,2,1,1,1,0
9,12,3,4,1,4,1
9,12,4,0,0,0,0
9,13,1,3,3,3,0
9,13,2,4,2,2,0
9,13,3,2,3,1,0
9,13,4,0,0,0,1
9,14,1,2,3,3,1
9,14,2,3,1,2,0
9,14,3,1,2,4,0
9,14,4,0,0,0,0
9,15,1,1,3,1,1
9,15,2,2,1,3,0
9,15,3,4,1,4,0
9,15,4,0,0,0,0
9,16,1,3,3,2,0
9,16,2,2,2,2,0
9,16,3,4,1,3,1
9,16,4,0,0,0,0
9,17,1,4,2,2,0
9,17,2,2,1,1,0
9,17,3,1,3,4,1
9,17,4,0,0,0,0
10,0,1,1,3,4,0
10,0,2,4,2,2,1
10,0,3,2,1,3,0
10,0,4,0,0,0,0
10,1,1,2,1,3,0
10,1,2,3,2,2,1
10,1,3,1,3,4,0
10,1,4,0,0,0,0
10,3,1,2,3,1,1
10,3,2,4,1,4,0
10,3,3,1,2,3,0
10,3,4,0,0,0,0
10,4,1,3,2,4,1
10,4,2,2,1,1,0
10,4,3,3,3,2,0
10,4,4,0,0,0,0
10,5,1,3,1,2,1
10,5,2,1,3,4,0
10,5,3,2,2,3,0
10,5,4,0,0,0,0
10,6,1,4,3,2,1
10,6,2,1,1,3,0
10,6,3,4,3,1,0
10,6,4,0,0,0,0
10,7,1,2,2,2,1
10,7,2,3,1,3,0
10,7,3,4,1,4,0
10,7,4,0,0,0,0
10,8,1,1,2,3,0
10,8,2,3,3,1,0
10,8,3,2,2,1,1
10,8,4,0,0,0,0
10,9,1,2,3,3,0
10,9,2,4,2,4,0
10,9,3,1,3,2,0
10,9,4,0,0,0,1
10,10,1,4,3,3,0
10,10,2,1,1,2,1
10,10,3,3,2,1,0
10,10,4,0,0,0,0
10,11,1,4,2,1,0
10,11,2,2,1,2,0
10,11,3,1,2,4,1
10,11,4,0,0,0,0
10,12,1,2,1,1,0
10,12,2,3,1,3,1
10,12,3,3,3,4,0
10,12,4,0,0,0,0
10,13,1,4,2,2,0
10,13,2,1,3,2,1
10,13,3,2,1,4,0
10,13,4,0,0,0,0
10,14,1,2,1,4,0
10,14,2,4,3,3,0
10,14,3,1,2,1,0
10,14,4,0,0,0,1
10,15,1,2,3,3,0
10,15,2,3,1,1,0
10,15,3,4,2,4,1
10,15,4,0,0,0,0
10,16,1,1,1,4,0
10,16,2,4,2,2,0
10,16,3,3,3,2,0
10,16,4,0,0,0,1
10,17,1,1,3,3,0
10,17,2,1,2,1,0
10,17,3,3,1,2,1
10,17,4,0,0,0,0
11,0,1,1,3,4,1
11,0,2,4,2,2,0
11,0,3,2,1,3,0
11,0,4,0,0,0,0
11,1,1,2,1,3,1
11,1,2,3,2,2,0
11,1,3,1,3,4,0
11,1,4,0,0,0,0
11,3,1,1,1,2,1
11,3,2,2,2,3,0
11,3,3,3,3,4,0
11,3,4,0,0,0,0
11,4,1,1,3,3,0
11,4,2,4,1,1,1
11,4,3,4,2,2,0
11,4,4,0,0,0,0
11,5,1,3,2,4,0
11,5,2,4,2,1,0
11,5,3,2,1,2,0
11,5,4,0,0,0,1
11,6,1,3,2,1,0
11,6,2,4,1,3,0
11,6,3,1,3,4,1
11,6,4,0,0,0,0
11,7,1,2,3,3,0
11,7,2,3,1,4,0
11,7,3,2,3,1,0
11,7,4,0,0,0,1
11,8,1,3,3,2,0
11,8,2,1,2,4,0
11,8,3,4,1,3,1
11,8,4,0,0,0,0
11,9,1,2,2,2,0
11,9,2,1,3,1,0
11,9,3,2,1,4,0
11,9,4,0,0,0,1
11,10,1,1,2,3,0
11,10,2,4,3,2,1
11,10,3,2,1,1,0
11,10,4,0,0,0,0
11,11,1,4,2,4,0
11,11,2,1,3,1,0
11,11,3,3,1,3,1
11,11,4,0,0,0,0
11,12,1,1,1,4,1
11,12,2,4,3,1,0
11,12,3,3,2,2,0
11,12,4,0,0,0,0
11,13,1,2,3,4,0
11,13,2,1,1,2,1
11,13,3,4,2,3,0
11,13,4,0,0,0,0
11,14,1,3,1,2,1
11,14,2,2,2,1,0
11,14,3,4,3,3,0
11,14,4,0,0,0,0
11,15,1,3,3,3,0
11,15,2,1,1,1,0
11,15,3,2,2,4,0
11,15,4,0,0,0,1
11,16,1,2,1,2,0
11,16,2,3,3,3,1
11,16,3,3,2,1,0
11,16,4,0,0,0,0
11,17,1,1,2,2,0
11,17,2,3,1,3,0
11,17,3,4,3,4,1
11,17,4,0,0,0,0
12,0,1,1,3,4,1
12,0,2,4,2,2,0
12,0,3,2,1,3,0
12,0,4,0,0,0,0
12,1,1,2,1,3,1
12,1,2,3,2,2,0
12,1,3,1,3,4,0
12,1,4,0,0,0,0
12,3,1,2,3,4,0
12,3,2,1,2,3,0
12,3,3,3,1,2,0
12,3,4,0,0,0,1
12,4,1,4,3,2,0
12,4,2,4,1,4,0
12,4,3,3,2,1,1
12,4,4,0,0,0,0
12,5,1,2,3,1,1
12,5,2,1,1,3,0
12,5,3,4,2,4,0
12,5,4,0,0,0,0
12,6,1,2,1,1,0
12,6,2,1,3,3,1
12,6,3,4,2,2,0
12,6,4,0,0,0,0
12,7,1,1,1,2,0
12,7,2,3,3,4,0
12,7,3,2,2,1,0
12,7,4,0,0,0,1
12,8,1,3,3,1,0
12,8,2,1,2,4,0
12,8,3,2,1,3,1
12,8,4,0,0,0,0
12,9,1,3,2,3,1
12,9,2,1,3,2,0
12,9,3,4,1,4,0
12,9,4,0,0,0,0
12,10,1,2,2,3,0
12,10,2,4,1,3,0
12,10,3,3,3,2,0
12,10,4,0,0,0,1
12,11,1,4,3,3,1
12,11,2,2,2,2,0
12,11,3,1,1,1,0
12,11,4,0,0,0,0
12,12,1,2,2,1,0
12,12,2,3,1,4,0
12,12,3,3,3,4,1
12,12,4,0,0,0,0
12,13,1,4,3,2,0
12,13,2,3,1,1,1
12,13,3,1,2,1,0
12,13,4,0,0,0,0
12,14,1,1,2,4,1
12,14,2,2,3,2,0
12,14,3,3,1,3,0
12,14,4,0,0,0,0
12,15,1,2,1,2,1
12,15,2,4,1,1,0
12,15,3,4,3,3,0
12,15,4,0,0,0,0
12,16,1,1,3,3,0
12,16,2,1,2,4,0
12,16,3,2,2,4,0
12,16,4,0,0,0,1
12,17,1,4,2,1,0
12,17,2,3,2,2,0
12,17,3,2,3,4,0
12,17,4,0,0,0,1
13,0,1,1,3,4,0
13,0,2,4,2,2,1
13,0,3,2,1,3,0
13,0,4,0,0,0,0
13,1,1,2,1,3,1
13,1,2,3,2,2,0
13,1,3,1,3,4,0
13,1,4,0,0,0,0
13,3,1,4,1,4,1
13,3,2,2,2,3,0
13,3,3,1,3,1,0
13,3,4,0,0,0,0
13,4,1,4,2,4,0
13,4,2,2,1,2,0
13,4,3,3,3,2,0
13,4,4,0,0,0,1
13,5,1,1,2,3,0
13,5,2,3,3,4,0
13,5,3,3,1,3,0
13,5,4,0,0,0,1
13,6,1,4,3,3,0
13,6,2,4,1,2,0
13,6,3,1,2,1,1
13,6,4,0,0,0,0
13,7,1,2,3,1,1
13,7,2,3,2,1,0
13,7,3,1,1,2,0
13,7,4,0,0,0,0
13,8,1,2,2,4,0
13,8,2,4,1,1,0
13,8,3,1,3,2,1
13,8,4,0,0,0,0
13,9,1,2,1,3,1
13,9,2,4,2,2,0
13,9,3,3,1,4,0
13,9,4,0,0,0,0
13,10,1,2,3,1,1
13,10,2,3,2,3,0
13,10,3,1,3,4,0
13,10,4,0,0,0,0
13,11,1,1,2,2,0
13,11,2,4,3,3,0
13,11,3,2,1,4,1
13,11,4,0,0,0,0
13,12,1,1,3,3,0
13,12,2,4,2,4,1
13,12,3,3,1,1,0
13,12,4,0,0,0,0
13,13,1,3,3,2,1
13,13,2,2,2,1,0
13,13,3,1,1,1,0
13,13,4,0,0,0,0
13,14,1,2,3,2,1
13,14,2,3,2,2,0
13,14,3,4,1,3,0
13,14,4,0,0,0,0
13,15,1,1,1,1,1
13,15,2,2,3,4,0
13,15,3,1,2,3,0
13,15,4,0,0,0,0
13,16,1,2,1,2,0
13,16,2,3,3,4,0
13,16,3,4,3,4,1
13,16,4,0,0,0,0
13,17,1,1,3,4,0
13,17,2,3,1,3,0
13,17,3,4,2,1,0
13,17,4,0,0,0,1
14,0,1,1,3,4,0
14,0,2,4,2,2,1
14,0,3,2,1,3,0
14,0,4,0,0,0,0
14,1,1,2,1,3,0
14,1,2,3,2,2,0
14,1,3,1,3,4,1
14,1,4,0,0,0,0
14,3,1,3,1,1,0
14,3,2,2,3,3,1
14,3,3,4,2,2,0
14,3,4,0,0,0,0
14,4,1,1,3,1,0
14,4,2,4,2,4,0
14,4,3,2,1,4,1
14,4,4,0,0,0,0
14,5,1,4,3,4,0
14,5,2,3,1,2,1
14,5,3,1,2,2,0
14,5,4,0,0,0,0
14,6,1,1,2,3,0
14,6,2,3,3,1,1
14,6,3,2,1,1,0
14,6,4,0,0,0,0
14,7,1,2,3,2,0
14,7,2,1,2,3,0
14,7,3,1,1,4,0
14,7,4,0,0,0,1
14,8,1,4,1,1,0
14,8,2,3,3,3,1
14,8,3,2,2,2,0
14,8,4,0,0,0,0
14,9,1,3,2,4,0
14,9,2,3,3,4,0
14,9,3,4,1,3,0
14,9,4,0,0,0,1
14,10,1,1,1,3,1
14,10,2,4,2,1,0
14,10,3,2,3,3,0
14,10,4,0,0,0,0
14,11,1,1,3,1,1
14,11,2,3,2,4,0
14,11,3,4,1,2,0
14,11,4,0,0,0,0
14,12,1,4,1,3,0
14,12,2,3,2,4,0
14,12,3,2,3,2,0
14,12,4,0,0,0,1
14,13,1,1,3,1,0
14,13,2,1,1,2,1
14,13,3,2,2,1,0
14,13,4,0,0,0,0
14,14,1,4,2,4,1
14,14,2,2,1,2,0
14,14,3,3,3,3,0
14,14,4,0,0,0,0
14,15,1,4,3,4,0
14,15,2,3,1,1,0
14,15,3,2,2,3,0
14,15,4,0,0,0,1
14,16,1,1,1,2,0
14,16,2,3,2,2,0
14,16,3,2,1,4,1
14,16,4,0,0,0,0
14,17,1,1,3,4,0
14,17,2,4,2,2,1
14,17,3,4,3,1,0
14,17,4,0,0,0,0
15,0,1,1,3,4,1
15,0,2,4,2,2,0
15,0,3,2,1,3,0
15,0,4,0,0,0,0
15,1,1,2,1,3,0
15,1,2,3,2,2,1
15,1,3,1,3,4,0
15,1,4,0,0,0,0
15,3,1,4,3,2,0
15,3,2,2,2,1,0
15,3,3,3,1,3,0
15,3,4,0,0,0,1
15,4,1,1,3,4,0
15,4,2,2,1,2,1
15,4,3,3,2,1,0
15,4,4,0,0,0,0
15,5,1,2,3,4,0
15,5,2,1,2,3,0
15,5,3,1,1,2,0
15,5,4,0,0,0,1
15,6,1,4,2,4,0
15,6,2,3,3,3,0
15,6,3,4,1,1,1
15,6,4,0,0,0,0
15,7,1,4,1,4,0
15,7,2,2,3,1,0
15,7,3,2,2,2,1
15,7,4,0,0,0,0
15,8,1,1,1,1,0
15,8,2,3,1,4,0
15,8,3,4,2,3,1
15,8,4,0,0,0,0
15,9,1,2,2,3,0
15,9,2,1,3,1,0
15,9,3,4,3,2,0
15,9,4,0,0,0,1
15,10,1,3,1,2,0
15,10,2,4,3,3,0
15,10,3,1,2,2,0
15,10,4,0,0,0,1
15,11,1,4,1,3,0
15,11,2,3,2,4,1
15,11,3,3,3,1,0
15,11,4,0,0,0,0
15,12,1,3,2,1,0
15,12,2,2,1,3,0
15,12,3,1,3,4,0
15,12,4,0,0,0,1
15,13,1,3,3,2,0
15,13,2,4,2,4,0
15,13,3,2,1,2,0
15,13,4,0,0,0,1
15,14,1,4,1,4,0
15,14,2,2,3,1,1
15,14,3,1,2,3,0
15,14,4,0,0,0,0
15,15,1,1,1,4,0
15,15,2,3,2,2,0
15,15,3,2,3,4,0
15,15,4,0,0,0,1
15,16,1,4,3,3,0
15,16,2,1,1,1,1
15,16,3,2,2,2,0
15,16,4,0,0,0,0
15,17,1,4,1,1,0
15,17,2,1,2,1,0
15,17,3,3,3,3,1
15,17,4,0,0,0,0
16,0,1,1,3,4,0
16,0,2,4,2,2,1
16,0,3,2,1,3,0
16,0,4,0,0,0,0
16,1,1,2,1,3,1
16,1,2,3,2,2,0
16,1,3,1,3,4,0
16,1,4,0,0,0,0
16,3,1,2,2,2,0
16,3,2,1,1,4,0
16,3,3,2,3,3,1
16,3,4,0,0,0,0
16,4,1,4,2,3,0
16,4,2,3,1,1,0
16,4,3,4,3,4,0
16,4,4,0,0,0,1
16,5,1,3,3,2,0
16,5,2,1,2,4,1
16,5,3,2,3,1,0
16,5,4,0,0,0,0
16,6,1,3,2,2,0
16,6,2,4,1,3,1
16,6,3,1,3,1,0
16,6,4,0,0,0,0
16,7,1,1,1,2,0
16,7,2,3,2,1,1
16,7,3,4,1,3,0
16,7,4,0,0,0,0
16,8,1,2,2,2,0
16,8,2,3,1,4,0
16,8,3,4,3,1,0
16,8,4,0,0,0,1
16,9,1,1,2,3,0
16,9,2,2,3,3,0
16,9,3,2,1,4,0
16,9,4,0,0,0,1
16,10,1,1,1,2,0
16,10,2,3,3,4,0
16,10,3,4,2,1,1
16,10,4,0,0,0,0
16,11,1,4,1,4,1
16,11,2,1,3,2,0
16,11,3,2,2,4,0
